index,Станок,Группа,Тип,Мощность,КПД,Точность,Автоматизация,Специализация,Масса,Классификация_по_массе,Длина,Ширина,Высота,Габаритный_диаметр,Город,Производитель,Тип_станка
633,6У316,6.0,3.0,22.0,0.75,Н,Ручной,Универсальный,57700.0,Тяжёлый,13170.0,4535.0,5500.0,1250 х 4000,Ульяновск,None,Продольно-фрезерный одностоечный
634,7210,7.0,2.0,75.0,0.75,Н,Ручной,Универсальный,27500.0,Тяжёлый,7950.0,4000.0,3450.0,Ø 900 х 1000,Минск,None,Продольно-строгальный двухстоечный
635,7212,7.0,2.0,100.0,0.75,Н,Ручной,Универсальный,35000.0,Тяжёлый,9950.0,4500.0,3800.0,Ø 900 х 1000,Минск,None,Продольно-строгальный двухстоечный
636,7216,7.0,2.0,100.0,0.75,Н,Ручной,Универсальный,48000.0,Тяжёлый,14000.0,4800.0,4350.0,Ø 900 х 1000,Минск,None,Продольно-строгальный двухстоечный
637,7303,7.0,3.0,1.9,0.75,Н,Ручной,Универсальный,970.0,Лёгкий,1650.0,870.0,1540.0,Оренбург,None,None,Поперечно-строгальный с механическим приводом
638,7305,7.0,3.0,5.5,0.75,Н,Ручной,Универсальный,1930.0,Средний,2310.0,1055.0,1550.0,Оренбург,None,None,Поперечно-строгальный
639,7307,7.0,3.0,5.5,0.75,Н,Ручной,Универсальный,2800.0,Средний,2980.0,1400.0,1665.0,Оренбург,None,None,Поперечно-строгальный универсальный
640,7307Г,7.0,3.0,5.5,0.75,Н,Ручной,Универсальный,2700.0,Средний,2790.0,1235.0,1665.0,Оренбург,None,None,Поперечно-строгальный
641,7307Д,7.0,3.0,7.5,0.75,Н,Ручной,Универсальный,3400.0,Средний,2850.0,1645.0,1890.0,Гомель,None,None,Поперечно-строгальный с гидравлическим приводом
642,7310Д,7.0,3.0,10.0,0.75,Н,Ручной,Универсальный,4400.0,Средний,3700.0,1835.0,1920.0,Гомель,None,None,Поперечно-строгальный с гидравлическим приводом
643,736,7.0,3.0,3.5,0.75,Н,Ручной,Универсальный,1750.0,Средний,2070.0,1415.0,1649.0,Оренбург,None,None,Поперечно-строгальный
644,737,7.0,3.0,9.1,0.75,Н,Ручной,Универсальный,3300.0,Средний,2785.0,1750.0,11780.0,Гомель,None,None,Поперечно-строгальный с гидравлическим приводом
645,7402,7.0,4.0,1.8,0.75,Н,Ручной,Универсальный,2000.0,Средний,1900.0,1270.0,2175.0,Ø 500,Саракташ,None,Долбежный с механическим приводом
646,7403,7.0,4.0,11.0,0.75,Н,Ручной,Универсальный,5660.0,Средний,2850.0,2160.0,3010.0,Ø 630,Гомель,None,Долбежный с гидравлическим приводом
647,7405,7.0,4.0,11.0,0.75,Н,Ручной,Универсальный,8160.0,Средний,3440.0,2760.0,3465.0,Ø 630,Гомель,None,Долбежный с гидравлическим приводом
648,7410,7.0,4.0,42.0,0.75,Н,Ручной,Универсальный,30000.0,Тяжёлый,6070.0,4335.0,5300.0,Минск,МЗОР,None,Долбежный
649,7414,7.0,4.0,42.0,0.75,Н,Ручной,Универсальный,38000.0,Тяжёлый,7000.0,5100.0,6500.0,Минск,МЗОР,None,Долбежный
650,7417,7.0,4.0,3.4,0.75,Н,Ручной,Универсальный,2000.0,Средний,1850.0,1300.0,2040.0,Оренбург,None,None,Долбежный с механическим приводом
651,7430,7.0,4.0,7.0,0.75,Н,Ручной,Универсальный,5500.0,Средний,2500.0,1990.0,2670.0,Ø 650,Гомель,None,Долбежный с гидравлическим приводом
652,749,7.0,4.0,0.6,0.75,Н,Ручной,Универсальный,830.0,Лёгкий,1640.0,840.0,1380.0,Оренбург,None,None,Для фасонного строгания пуансонов
653,7523,7.0,5.0,11.0,0.75,Н,Ручной,Универсальный,4100.0,Средний,6000.0,2000.0,1715.0,100 кН,Минск,None,Горизонтально-протяжной
654,7534,7.0,5.0,37.0,0.75,Н,Ручной,Универсальный,6250.0,Средний,7205.0,2200.0,1810.0,250 кН,Минск,None,Горизонтально-протяжной
655,7А311,7.0,3.0,0.8,0.75,Н,Ручной,Универсальный,600.0,Лёгкий,1380.0,800.0,1395.0,Оренбург,None,None,Поперечно-строгальный
656,7А33,7.0,3.0,1.7,0.75,Н,Ручной,Универсальный,900.0,Лёгкий,1770.0,900.0,1540.0,Оренбург,None,None,Поперечно-строгальный
657,7А412,7.0,4.0,0.8,0.75,Н,Ручной,Универсальный,1200.0,Средний,1950.0,980.0,1825.0,Ø 360,Саракташ,None,Долбежный с механическим приводом
658,7А420,7.0,4.0,2.8,0.75,Н,Ручной,Универсальный,2240.0,Средний,2300.0,1270.0,2175.0,Ø 360,Саракташ,None,Долбежный с механическим приводом
659,7А510,7.0,5.0,18.5,0.75,Н,Ручной,Универсальный,5200.0,Средний,6340.0,2090.0,1910.0,98 кН,Минск,None,Горизонтально-протяжной
660,7А534,7.0,5.0,37.0,0.75,Н,Ручной,Универсальный,5950.0,Средний,7275.0,2225.0,2300.0,250 кН,Минск,None,Горизонтально-протяжной гидравлический
661,7Б35,7.0,3.0,5.5,0.75,Н,Ручной,Универсальный,1800.0,Средний,2335.0,1355.0,1540.0,Оренбург,None,None,Поперечно-строгальный
662,7Б510,7.0,5.0,17.0,0.75,Н,Ручной,Универсальный,4218.0,Средний,5735.0,1525.0,1370.0,100 кН,Минск,None,Горизонтально-протяжной
663,7Б55,7.0,5.0,18.5,0.75,Н,Ручной,Универсальный,5200.0,Средний,6340.0,2090.0,1910.0,98 кН,Минск,None,Горизонтально-протяжной
664,7Б56,7.0,5.0,18.5,0.75,Н,Ручной,Универсальный,7450.0,Средний,7200.0,2135.0,1810.0,98 кН,Минск,None,Горизонтально-протяжной
665,7Д36,7.0,3.0,7.5,0.75,Н,Ручной,Универсальный,3400.0,Средний,2850.0,1680.0,1840.0,Гомель,None,None,Поперечно-строгальный с гидравлическим приводом
666,7Д37,7.0,3.0,10.0,0.75,Н,Ручной,Универсальный,4500.0,Средний,3700.0,1850.0,1980.0,Гомель,None,None,Поперечно-строгальный с гидравлическим приводом
667,7Д430,7.0,4.0,10.0,0.75,Н,Ручной,Универсальный,5700.0,Средний,3030.0,2175.0,3010.0,Ø 650,Гомель,None,Долбежный с гидравлическим приводом
668,7Д450,7.0,4.0,10.0,0.75,Н,Ручной,Универсальный,8200.0,Средний,3540.0,2890.0,3465.0,Ø 650,Гомель,None,Долбежный с гидравлическим приводом
669,7Е35,7.0,3.0,5.5,0.75,Н,Ручной,Универсальный,2100.0,Средний,2350.0,1250.0,1550.0,Оренбург,None,None,Поперечно-строгальный универсальный
670,7М36,7.0,3.0,7.5,0.75,Н,Ручной,Универсальный,3300.0,Средний,2785.0,1750.0,11780.0,Гомель,None,None,Поперечно-строгальный с гидравлическим приводом
671,7М37,7.0,3.0,10.0,0.75,Н,Ручной,Универсальный,4500.0,Средний,3600.0,1860.0,1945.0,Гомель,None,None,Поперечно-строгальный с гидравлическим приводом
672,7М420,7.0,4.0,7.0,0.75,Н,Ручной,Универсальный,5200.0,Средний,2650.0,1810.0,2890.0,Ø 770,Гомель,None,Долбежный с гидравлическим приводом
673,7М430,7.0,4.0,7.0,0.75,Н,Ручной,Универсальный,5200.0,Средний,2650.0,1810.0,2890.0,Ø 650,Гомель,None,Долбежный с гидравлическим приводом
674,8535,8.0,5.0,3.0,0.75,Н,Ручной,Универсальный,1500.0,Средний,2300.0,1390.0,1800.0,Ø 350 Кувандык,None,None,Ленточнопильный отрезной
675,8725,8.0,7.0,2.2,0.75,Н,Автомат,Универсальный,700.0,Лёгкий,1690.0,700.0,900.0,Ленинакан,None,None,Автомат ножовочный отрезной
676,872А,8.0,7.0,1.7,0.75,Н,Автомат,Универсальный,605.0,Лёгкий,1470.0,875.0,925.0,Ленинакан,None,None,Автомат ножовочный отрезной
677,872М,8.0,7.0,1.5,0.75,Н,Автомат,Универсальный,650.0,Лёгкий,1470.0,690.0,885.0,Ленинакан,None,None,Автомат ножовочный отрезной
678,8А531,8.0,5.0,1.1,0.75,Н,Ручной,Универсальный,920.0,Лёгкий,1080.0,770.0,1955.0,Майкоп,None,None,Ленточнопильный вертикальный
679,8А725,8.0,7.0,2.0,0.75,Н,Автомат,Универсальный,1100.0,Средний,2080.0,1250.0,1090.0,Ленинакан,None,None,Автомат ножовочный отрезной
680,8Б72,8.0,7.0,1.5,0.75,Н,Ручной,Универсальный,645.0,Лёгкий,1610.0,700.0,900.0,Ø 250 Краснодар,None,None,Ножовочный отрезной
681,8В66,8.0,6.0,7.5,0.75,Н,Ручной,Универсальный,3650.0,Средний,2550.0,1260.0,1775.0,Ø 280,Минск,None,Отрезной круглопильный пила геллера
682,8В66А,8.0,6.0,7.5,0.75,Н,Ручной,Универсальный,3980.0,Средний,2570.0,1600.0,1725.0,Ø 280,Минск,None,Отрезной круглопильный пила геллера
683,8Г240,8.0,2.0,15.0,0.75,Н,Полуавтомат,Универсальный,1230.0,Средний,1800.0,1910.0,1810.0,Ø 60,None,None,Абразивно-отрезной полуавтомат
684,8Г662,8.0,6.0,7.5,0.75,Н,Ручной,Универсальный,4500.0,Средний,3465.0,2490.0,1810.0,Ø 280,Минск,None,Отрезной круглопильный пила геллера
685,8Г663,8.0,6.0,7.5,0.75,Н,Ручной,Универсальный,3760.0,Средний,2640.0,2400.0,1585.0,Ø 280,Минск,None,Отрезной круглопильный пила геллера
686,95-ТВ,9.0,5.0,2.6,0.75,Н,Ручной,Универсальный,1300.0,Средний,2030,875,1180,Ø 240,Ижевск,None,Токарно-винторезный универсальный
687,95ТС-1,9.0,5.0,3.0,0.75,П,Ручной,Универсальный,1120.0,Средний,1770,970,1300,Ø 250,Ижевск,None,Токарно-винторезный повышенной точности
688,978М,9.0,7.0,1.5,0.75,Н,Ручной,Универсальный,865.0,Лёгкий,1090.0,1045.0,1535.0,220 х 600,Одесса,None,Фрезерный универсальный
689,9М14,9.0,1.0,15.0,0.75,Н,Ручной,Универсальный,4350.0,Средний,3050,1720,1350,Ø 630,Тбилиси,None,Трубонарезной
690,BD-920W,1.0,6.0,0.98,0.75,Н,Ручной,Универсальный,110.0,Лёгкий,940,510,500,Ø 220,Jet,None,Токарно-винторезный настольный
691,CDE6140A,1.0,6.0,7.5,0.75,Н,Ручной,Универсальный,2120.0,Средний,2650,1198,1362,Ø 400х1000,DMTG Китай,None,Токарно-винторезный универсальный
